Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
3257.0,755.0,145.0,MQ,DFW,MKE,4,0
2888.0,735.0,80.0,MQ,CRP,DFW,7,0
1524.0,480.0,135.0,DL,SAT,ATL,2,0
203.0,637.0,122.0,UA,ORD,BDL,6,0
61.0,1005.0,170.0,DL,JFK,ATL,1,0
6258.0,686.0,45.0,OO,DEN,EGE,6,0
1859.0,495.0,163.0,DL,JFK,ATL,4,0
520.0,390.0,84.0,UA,MSP,ORD,7,0
245.0,420.0,315.0,US,FLL,PHX,5,0
3367.0,525.0,70.0,MQ,DFW,LBB,6,0
2201.0,1145.0,75.0,XE,CLE,RIC,4,0
268.0,390.0,107.0,UA,OMA,DEN,4,0
261.0,1040.0,49.0,HA,ITO,HNL,1,0
2699.0,928.0,67.0,XE,EWR,BWI,7,0
2736.0,615.0,118.0,XE,IAH,TYS,5,0
91.0,383.0,393.0,UA,EWR,SFO,4,0
1966.0,1270.0,86.0,FL,ATL,MCO,7,0
2482.0,1180.0,109.0,DL,MSP,DTW,7,0
4243.0,565.0,90.0,9E,CVG,MKE,4,0
456.0,1015.0,135.0,AA,DFW,TPA,5,0
2716.0,1140.0,120.0,DL,CVG,LGA,5,0
836.0,510.0,160.0,AA,DFW,DCA,5,0
1073.0,690.0,80.0,AA,ICT,DFW,7,0
1104.0,720.0,154.0,CO,EWR,ORD,5,0
5955.0,381.0,112.0,XE,TYS,ORD,1,0
6356.0,1195.0,99.0,OO,SFO,SLC,4,0
648.0,521.0,96.0,UA,DEN,MCI,7,0
43.0,742.0,79.0,AS,ANC,BET,3,0
2480.0,975.0,79.0,XE,CLE,BTV,4,0
128.0,450.0,68.0,CO,IAH,MSY,7,0
1274.0,786.0,70.0,DL,GRB,MSP,5,0
483.0,750.0,175.0,AS,SAN,SEA,3,0
5432.0,1035.0,55.0,EV,LIT,MEM,3,0
2079.0,480.0,147.0,XE,DFW,CLE,6,0
2493.0,586.0,114.0,DL,RIC,ATL,2,0
4730.0,1040.0,49.0,OO,SAN,LAX,3,0
457.0,855.0,45.0,WN,AUS,HOU,1,0
4520.0,1031.0,124.0,OO,SLC,FCA,7,0
4684.0,1325.0,45.0,OO,MSP,LSE,1,0
221.0,635.0,205.0,FL,LAS,MKE,5,0
2128.0,450.0,104.0,XE,CLE,BOS,5,0
2945.0,905.0,166.0,DL,ATL,SAT,5,0
3026.0,947.0,113.0,XE,IAH,MCI,6,0
3343.0,845.0,80.0,MQ,CRP,DFW,4,0
4996.0,760.0,92.0,EV,LIT,ATL,1,0
6376.0,1290.0,133.0,OH,LGA,CVG,4,0
6933.0,1170.0,39.0,OO,CLD,LAX,7,0
2196.0,915.0,166.0,DL,MSP,LGA,6,0
4493.0,620.0,155.0,MQ,STL,JFK,4,0
1715.0,785.0,250.0,AA,ORD,LAS,3,0
4047.0,990.0,91.0,9E,VPS,MEM,7,0
1955.0,1325.0,150.0,AA,DFW,PHX,7,0
1485.0,1170.0,181.0,DL,LGA,MCO,7,0
140.0,1075.0,173.0,US,MCI,PHX,3,0
5973.0,340.0,71.0,XE,LAN,ORD,1,0
1199.0,485.0,60.0,WN,HOU,MSY,1,0
182.0,480.0,63.0,AS,FAI,ANC,6,0
2919.0,345.0,58.0,XE,LFT,IAH,4,0
1795.0,655.0,305.0,DL,ATL,SNA,1,0
523.0,1220.0,105.0,AA,DFW,ELP,5,0
958.0,595.0,157.0,US,FLL,PHL,2,0
741.0,1065.0,224.0,US,PHL,SJU,7,0
71.0,385.0,189.0,F9,DTW,DEN,2,0
2748.0,667.0,105.0,YV,PHX,SBP,4,0
1851.0,425.0,213.0,DL,MSP,LAS,4,0
2119.0,480.0,75.0,US,BOS,LGA,1,0
262.0,420.0,83.0,B6,LGB,SMF,2,0
6920.0,620.0,55.0,OO,ASE,DEN,1,0
6408.0,868.0,91.0,OO,SFO,EUG,5,0
59.0,899.0,179.0,B6,JFK,MCO,2,0
824.0,1195.0,170.0,AA,FLL,JFK,3,0
691.0,1269.0,146.0,UA,ORD,MSY,4,0
246.0,960.0,156.0,CO,IAH,ORD,2,0
5078.0,390.0,76.0,EV,BTR,MEM,2,0
1842.0,825.0,64.0,US,PHL,PVD,3,0
4016.0,560.0,55.0,MQ,ORD,FWA,2,0
2998.0,780.0,89.0,XE,IAH,MEM,3,0
1383.0,730.0,145.0,AA,DFW,TUS,5,0
5527.0,1010.0,78.0,EV,BQK,ATL,2,0
586.0,455.0,128.0,CO,IAH,MCO,6,0
491.0,1080.0,173.0,CO,MIA,IAH,3,0
1138.0,923.0,217.0,CO,DFW,EWR,5,0
1143.0,1040.0,150.0,CO,ATL,EWR,5,0
372.0,755.0,90.0,WN,MDW,MCI,4,0
4281.0,710.0,65.0,MQ,ORD,EVV,4,0
5086.0,960.0,75.0,EV,BHM,ATL,3,0
2097.0,465.0,155.0,DL,MSP,ATL,4,0
1809.0,550.0,98.0,US,PIT,CLT,1,0
67.0,519.0,365.0,UA,LAX,LIH,7,0
1952.0,715.0,100.0,AA,ABQ,DFW,3,0
4387.0,990.0,73.0,9E,COU,MEM,5,0
993.0,1130.0,140.0,FL,MKE,BOS,2,0
4667.0,380.0,154.0,OO,TUL,SLC,6,0
1932.0,510.0,89.0,DL,JAX,ATL,6,0
2524.0,920.0,88.0,XE,CLE,MHT,3,0
1091.0,795.0,115.0,AA,STL,DFW,4,0
1214.0,665.0,145.0,AA,STL,LGA,1,0
1715.0,640.0,125.0,WN,SEA,OAK,2,0
4831.0,365.0,106.0,OO,OAK,SLC,3,0
1407.0,1080.0,240.0,AA,PHL,DFW,7,0
491.0,635.0,60.0,AA,OKC,DFW,5,0
736.0,700.0,100.0,AA,MCI,DFW,7,0
2053.0,412.0,153.0,DL,OMA,ATL,5,0
289.0,885.0,187.0,CO,DTW,IAH,1,0
6662.0,1058.0,37.0,OO,MRY,SFO,1,0
4242.0,775.0,105.0,MQ,CLE,JFK,2,0
2772.0,920.0,122.0,XE,ELP,IAH,3,0
561.0,736.0,168.0,UA,DEN,OAK,6,0
2619.0,1110.0,100.0,XE,XNA,IAH,1,0
730.0,680.0,250.0,AS,SEA,IAH,5,0
1965.0,415.0,60.0,DL,LIT,MEM,3,0
468.0,360.0,132.0,UA,SEA,SFO,5,0
250.0,463.0,290.0,UA,PDX,IAD,6,0
3961.0,660.0,80.0,MQ,CVG,ORD,1,0
183.0,1110.0,274.0,CO,BOS,IAH,4,0
4943.0,515.0,71.0,EV,ATL,TLH,3,0
2655.0,1345.0,60.0,YV,CLT,MYR,2,0
630.0,720.0,150.0,AA,MCO,JFK,4,0
2036.0,870.0,85.0,US,DCA,BOS,2,0
6626.0,1195.0,114.0,OH,DTW,GSO,1,0
1855.0,925.0,166.0,CO,CLE,RSW,6,0
563.0,930.0,75.0,AA,XNA,DFW,4,0
51.0,1157.0,320.0,FL,ATL,LAX,6,0
6761.0,825.0,172.0,OH,CVG,IAH,5,0
3190.0,510.0,75.0,MQ,LAX,SJC,3,0
1014.0,899.0,81.0,B6,JFK,BOS,3,0
5990.0,533.0,104.0,XE,BNA,IAD,5,0
6583.0,1065.0,105.0,OO,BOI,SFO,6,0
544.0,987.0,103.0,UA,LAS,SFO,3,0
988.0,498.0,154.0,UA,DEN,LAX,5,0
7085.0,504.0,88.0,EV,IAD,GSP,7,0
5927.0,1121.0,97.0,XE,CAK,ORD,1,0
721.0,815.0,105.0,AA,DFW,ELP,2,0
483.0,1054.0,161.0,UA,BDL,ORD,3,0
5066.0,547.0,73.0,EV,VPS,ATL,3,0
5584.0,615.0,57.0,EV,ATL,AVL,3,0
2018.0,690.0,97.0,DL,MCO,ATL,2,0
3140.0,445.0,59.0,XE,SAT,IAH,5,0
1400.0,875.0,155.0,AA,ORD,MCO,7,0
4272.0,360.0,90.0,9E,ECP,MEM,5,0
701.0,630.0,185.0,CO,EWR,FLL,5,0
6967.0,1092.0,28.0,OO,CEC,ACV,5,0
385.0,558.0,92.0,UA,SFO,LAX,3,0
334.0,885.0,120.0,B6,MCO,IAD,4,0
2511.0,575.0,159.0,DL,ATL,DFW,4,0
6257.0,535.0,120.0,OH,MSP,CVG,5,0
411.0,815.0,200.0,AA,DFW,SNA,2,0
2646.0,420.0,208.0,DL,PHX,ATL,3,0
4341.0,460.0,115.0,MQ,ORD,RIC,1,0
460.0,565.0,135.0,AA,DFW,CMH,1,0
3658.0,540.0,250.0,WN,RDU,DEN,7,0
1181.0,1010.0,170.0,AA,DCA,MIA,6,0
959.0,1150.0,116.0,US,BUF,CLT,4,0
689.0,640.0,110.0,AS,SJC,PDX,2,0
3811.0,1225.0,63.0,9E,CVG,TYS,4,0
1843.0,780.0,80.0,WN,ONT,SMF,1,0
125.0,1125.0,240.0,UA,IAD,DEN,5,0
1126.0,745.0,119.0,B6,FLL,RDU,5,0
494.0,498.0,81.0,UA,DSM,ORD,7,0
197.0,1200.0,33.0,HA,OGG,HNL,6,0
1012.0,1330.0,140.0,AA,MIA,DCA,6,0
2580.0,580.0,127.0,XE,MKE,EWR,3,0
1126.0,530.0,225.0,AA,DEN,MIA,3,0
1701.0,695.0,76.0,US,CLT,DCA,3,0
2701.0,400.0,96.0,DL,MCI,MSP,7,0
6853.0,607.0,68.0,OO,CWA,ORD,4,0
823.0,848.0,110.0,UA,BOS,IAD,2,0
2469.0,845.0,91.0,DL,ATL,MCO,2,0
1689.0,685.0,170.0,AA,PHL,MIA,3,0
433.0,420.0,280.0,US,LAS,PHL,1,0
3013.0,1185.0,155.0,MQ,DEN,LAX,3,0
579.0,492.0,123.0,UA,DSM,DEN,2,0
6356.0,1132.0,111.0,OH,MEM,RDU,7,0
2391.0,910.0,92.0,DL,ATL,TPA,4,0
751.0,935.0,171.0,US,PHL,MIA,3,0
6637.0,870.0,72.0,OH,MEM,XNA,6,0
5135.0,942.0,77.0,EV,ECP,ATL,4,0
2005.0,1105.0,85.0,WN,BNA,JAX,7,0
2651.0,470.0,205.0,YV,DSM,PHX,4,0
6880.0,622.0,85.0,OO,SLC,DEN,6,0
61.0,830.0,245.0,CO,EWR,IAH,1,0
865.0,530.0,91.0,FL,ATL,MCO,7,0
3795.0,845.0,175.0,MQ,ELP,ORD,5,0
3951.0,1008.0,122.0,9E,MKE,MEM,5,0
450.0,974.0,98.0,FL,ATL,MSY,3,0
2143.0,1200.0,74.0,US,BOS,LGA,1,0
12.0,595.0,292.0,US,PHX,JFK,3,0
1539.0,960.0,124.0,DL,DCA,ATL,2,0
1853.0,540.0,162.0,CO,CLE,RSW,3,0
2403.0,620.0,191.0,DL,DTW,FLL,6,0
654.0,605.0,205.0,AA,DFW,BOS,3,0
2234.0,820.0,110.0,DL,ATL,IAD,3,0
900.0,45.0,193.0,US,PHX,IND,4,0
2660.0,975.0,109.0,YV,STL,CLT,5,0
7068.0,1171.0,80.0,EV,GSP,IAD,3,0
2984.0,1355.0,120.0,YV,PHX,SAT,7,0
6319.0,1023.0,62.0,OO,PIT,IAD,5,0
2890.0,515.0,100.0,DL,ATL,DAY,1,0
658.0,380.0,108.0,AS,PDX,SJC,2,0
417.0,1078.0,97.0,FL,PWM,BWI,5,0
1112.0,1095.0,110.0,WN,SEA,SLC,7,0
6350.0,371.0,100.0,OO,EUG,SFO,7,0
5043.0,634.0,84.0,EV,MEM,ATL,6,0
1109.0,1310.0,103.0,B6,JFK,RDU,5,0
5454.0,817.0,72.0,EV,ECP,ATL,2,0
650.0,660.0,120.0,WN,MDW,MHT,4,0
1763.0,1175.0,171.0,DL,ATL,SAT,2,0
2854.0,465.0,71.0,YV,FLG,PHX,1,0
2744.0,615.0,85.0,XE,IAH,VPS,7,0
1464.0,841.0,163.0,FL,MCO,MDW,5,0
1059.0,775.0,70.0,WN,LAS,BUR,6,0
5591.0,995.0,74.0,EV,TLH,ATL,3,0
6768.0,1162.0,88.0,OO,DEN,JAC,3,0
2489.0,720.0,131.0,XE,IAH,IND,5,0
2792.0,540.0,83.0,XE,IAH,TUL,1,0
536.0,400.0,125.0,AA,DFW,ATL,2,0
6446.0,1070.0,57.0,OO,SMX,LAX,2,0
1969.0,1330.0,125.0,WN,BWI,BNA,7,0
2349.0,530.0,300.0,WN,MDW,OAK,7,0
822.0,992.0,81.0,CO,MSY,IAH,2,0
2516.0,1049.0,90.0,XE,ROC,EWR,6,0
3934.0,555.0,101.0,9E,MEM,DSM,5,0
62.0,530.0,102.0,FL,ATL,IAD,5,0
4169.0,1135.0,120.0,MQ,ORD,RIC,7,0
420.0,1340.0,75.0,FL,ATL,PNS,1,0
1385.0,750.0,79.0,DL,BOS,LGA,3,0
3835.0,540.0,165.0,9E,LGA,SAV,2,0
5088.0,1180.0,64.0,EV,MEM,MLU,1,0
5286.0,415.0,108.0,EV,LIT,ATL,4,0
2930.0,825.0,68.0,YV,PHX,ABQ,6,0
6622.0,1023.0,57.0,OO,GJT,DEN,7,0
5341.0,980.0,63.0,EV,ATL,HSV,2,0
1959.0,495.0,192.0,DL,JFK,MCO,3,0
1871.0,520.0,102.0,DL,SLC,PHX,4,0
537.0,594.0,75.0,FL,MEM,ATL,5,0
3.0,515.0,285.0,DL,SLC,JFK,1,0
466.0,458.0,165.0,F9,MKE,PIE,4,0
1564.0,985.0,162.0,US,FLL,PHL,2,0
1303.0,500.0,170.0,AA,TPA,DFW,4,0
354.0,935.0,170.0,WN,PHL,TPA,7,0
4708.0,1290.0,104.0,OO,LAX,SLC,3,0
1093.0,370.0,187.0,CO,CMH,IAH,1,0
278.0,977.0,43.0,HA,HNL,KOA,3,0
1833.0,725.0,245.0,AA,EWR,DFW,4,0
455.0,510.0,97.0,US,PHX,SLC,4,0
497.0,650.0,80.0,WN,PVD,BWI,1,0
1134.0,635.0,213.0,CO,DFW,EWR,5,0
4005.0,1060.0,129.0,9E,TUL,ATL,3,0
142.0,547.0,273.0,DL,SFO,DTW,2,0
1252.0,400.0,120.0,WN,STL,BWI,3,0
2074.0,728.0,207.0,DL,MCO,MSP,7,0
2484.0,395.0,125.0,WN,MDW,PHL,7,0
1873.0,925.0,126.0,DL,DTW,MEM,4,0
647.0,1140.0,135.0,AA,DCA,STL,3,0
2987.0,1080.0,95.0,XE,BTV,CLE,3,0
856.0,1185.0,94.0,FL,MCO,ATL,5,0
6427.0,1138.0,54.0,OO,SFO,RNO,7,0
2285.0,927.0,162.0,DL,BDL,ATL,6,0
2965.0,460.0,85.0,MQ,LRD,DFW,2,0
3142.0,675.0,65.0,WN,AMA,DAL,7,0
311.0,677.0,52.0,UA,DEN,EGE,4,0
2105.0,480.0,207.0,DL,TPA,MSP,4,0
5339.0,555.0,100.0,EV,ATL,BTR,5,0
1182.0,580.0,80.0,WN,BWI,BOS,7,0
1430.0,475.0,135.0,AA,DFW,TPA,1,0
2208.0,730.0,104.0,DL,ATL,IAD,6,0
74.0,1365.0,280.0,AA,LAX,IAD,2,0
1780.0,920.0,155.0,WN,MCO,STL,6,0
1331.0,365.0,105.0,AA,MCI,DFW,5,0
3058.0,1080.0,80.0,WN,SAN,SJC,1,0
1964.0,1095.0,49.0,YV,HNL,ITO,4,0
948.0,966.0,144.0,UA,LAX,DEN,4,0
4836.0,815.0,102.0,OO,MEM,DFW,2,0
2715.0,960.0,50.0,YV,TUS,PHX,7,0
6341.0,360.0,125.0,OH,RIC,DTW,4,0
1634.0,720.0,100.0,US,TPA,CLT,2,0
2817.0,685.0,66.0,XE,IAH,HRL,4,0
2662.0,770.0,111.0,YV,STL,CLT,5,0
96.0,375.0,85.0,FL,RDU,ATL,4,0
1125.0,536.0,98.0,DL,ATL,MLB,2,0
4586.0,610.0,110.0,OO,SJC,SLC,5,0
1832.0,800.0,245.0,AA,PSP,ORD,2,0
606.0,960.0,125.0,CO,IAH,TPA,6,0
2029.0,400.0,217.0,DL,SMF,MSP,3,0
2875.0,1095.0,165.0,XE,DAY,IAH,5,0
5388.0,355.0,120.0,EV,OMA,MEM,4,0
520.0,485.0,145.0,B6,MCO,EWR,1,0
1588.0,1060.0,110.0,WN,TPA,BNA,3,0
1134.0,445.0,184.0,FL,ROC,TPA,6,0
1142.0,480.0,140.0,WN,MSY,BWI,3,0
607.0,1035.0,185.0,AA,BOS,ORD,7,0
448.0,530.0,99.0,FL,ATL,MSY,4,0
1871.0,660.0,180.0,AA,DFW,LAS,7,0
6216.0,541.0,45.0,OO,DEN,EGE,4,0
479.0,880.0,235.0,F9,MKE,LAS,4,0
2803.0,720.0,184.0,DL,DTW,FLL,6,0
528.0,539.0,121.0,UA,ORD,PHL,3,0
1695.0,870.0,114.0,US,CLT,RSW,2,0
6835.0,524.0,83.0,OO,LAX,SMF,3,0
2096.0,725.0,170.0,AA,DFW,BWI,4,0
3244.0,420.0,80.0,MQ,DFW,BTR,6,0
331.0,355.0,140.0,FL,PHL,ATL,1,0
6297.0,684.0,131.0,OO,PSP,DEN,4,0
1360.0,550.0,75.0,WN,MSY,HOU,5,0
1928.0,1240.0,62.0,US,PHL,PVD,7,0
8.0,550.0,318.0,AS,SEA,EWR,4,0
2899.0,1090.0,156.0,XE,EWR,ATL,3,0
5252.0,1135.0,84.0,EV,TLH,FLL,2,0
2705.0,985.0,73.0,XE,IAH,GPT,7,0
6536.0,895.0,93.0,OO,ORD,SGF,5,0
694.0,1080.0,60.0,AS,SEA,GEG,7,0
1570.0,770.0,105.0,WN,LAX,ABQ,5,0
85.0,1016.0,116.0,FL,FLL,ATL,5,0
4835.0,1100.0,57.0,OO,IDA,SLC,4,0
25.0,1080.0,392.0,UA,JFK,LAX,3,0
2303.0,520.0,174.0,XE,CLT,IAH,6,0
1180.0,960.0,75.0,WN,ONT,PHX,7,0
6527.0,830.0,148.0,OO,COS,ORD,1,0
1434.0,720.0,276.0,CO,PHX,EWR,3,0
7091.0,1160.0,99.0,EV,SAV,IAD,5,0
5591.0,995.0,74.0,EV,TLH,ATL,4,0
4322.0,480.0,145.0,9E,BNA,MSP,7,0
1243.0,945.0,162.0,US,PHL,TPA,3,0
1733.0,1190.0,235.0,AA,ORD,PHX,6,0
100.0,418.0,89.0,B6,JFK,BUF,5,0
2230.0,647.0,138.0,DL,ATL,MCI,3,0
626.0,974.0,191.0,F9,DTW,DEN,5,0
2067.0,905.0,154.0,XE,EWR,JAX,3,0
4505.0,685.0,80.0,MQ,BOS,LGA,1,0
1243.0,1195.0,111.0,DL,DTW,STL,7,0
1992.0,835.0,160.0,DL,TPA,DTW,6,0
1678.0,1040.0,60.0,CO,SAT,IAH,5,0
253.0,1144.0,161.0,UA,ORD,DEN,2,0
3529.0,790.0,135.0,MQ,DFW,MKE,2,0
2878.0,395.0,135.0,MQ,GJT,DFW,1,0
3764.0,875.0,103.0,9E,DTW,SWF,5,0
3152.0,680.0,100.0,XE,IAH,AMA,3,0
731.0,1439.0,231.0,B6,BOS,SJU,1,0
1433.0,375.0,152.0,US,BOS,CLT,1,0
5176.0,365.0,94.0,EV,VPS,MEM,5,0
396.0,1040.0,176.0,US,DFW,LAS,5,0
1245.0,535.0,144.0,B6,BOS,CLT,3,0
2686.0,1198.0,93.0,YV,SDF,CLT,7,0
6332.0,485.0,45.0,OO,DEN,ASE,3,0
1101.0,570.0,122.0,DL,IAH,ATL,1,0
2130.0,840.0,66.0,US,LGA,BOS,6,0
4303.0,670.0,84.0,9E,MCI,MEM,5,0
336.0,465.0,120.0,B6,MCO,IAD,4,0
1406.0,540.0,95.0,AA,DFW,HSV,5,0
2902.0,808.0,192.0,DL,MIA,DTW,6,0
831.0,485.0,185.0,WN,MDW,SAT,4,0
6531.0,1158.0,67.0,OO,SFO,SBP,4,0
525.0,937.0,148.0,FL,BWI,TPA,7,0
2760.0,495.0,79.0,XE,EWR,ORF,6,0
507.0,75.0,165.0,CO,ONT,IAH,7,0
1890.0,900.0,112.0,US,PBI,CLT,5,0
708.0,700.0,217.0,F9,DEN,RSW,7,0
3617.0,525.0,165.0,MQ,MIA,IND,5,0
5032.0,858.0,50.0,EV,CSG,ATL,1,0
1809.0,695.0,127.0,DL,MSP,DEN,3,0
1415.0,990.0,170.0,AA,TPA,DFW,1,0
1831.0,365.0,160.0,CO,PBI,IAH,7,0
2464.0,625.0,69.0,XE,RIC,EWR,7,0
3827.0,1095.0,143.0,9E,PVD,DTW,5,0
2627.0,1025.0,113.0,YV,DTW,CLT,6,0
650.0,380.0,150.0,F9,SFO,DEN,4,0
3421.0,465.0,55.0,WN,ORF,BWI,3,0
4382.0,360.0,79.0,MQ,BOS,JFK,7,0
217.0,762.0,368.0,UA,IAD,SFO,4,0
6541.0,915.0,130.0,OH,CVG,MSP,2,0
2572.0,540.0,90.0,DL,STL,DTW,3,0
795.0,535.0,98.0,FL,ATL,STL,6,0
1698.0,330.0,80.0,DL,JAX,ATL,2,0
2489.0,720.0,126.0,XE,IAH,IND,6,0
2200.0,698.0,75.0,XE,IAH,OKC,7,0
4230.0,630.0,85.0,9E,DTW,BGM,6,0
2909.0,420.0,77.0,XE,EWR,DCA,4,0
3903.0,1075.0,120.0,MQ,CRW,ORD,2,0
574.0,1100.0,130.0,AA,DFW,JAX,5,0
1393.0,990.0,73.0,DL,BOS,LGA,5,0
286.0,1035.0,137.0,CO,IAH,MCO,5,0
2328.0,500.0,160.0,DL,MCO,DTW,2,0
6721.0,1140.0,194.0,OO,ORD,ELP,5,0
1120.0,510.0,85.0,CO,EWR,BOS,1,0
2385.0,365.0,145.0,DL,BOS,CVG,2,0
3240.0,1145.0,75.0,MQ,LIT,DFW,2,0
2786.0,415.0,110.0,MQ,GPT,DFW,1,0
679.0,430.0,227.0,US,STL,PHX,5,0
7086.0,870.0,90.0,EV,DTW,IAD,3,0
4660.0,1297.0,90.0,OO,SLC,MSO,2,0
2324.0,445.0,140.0,AA,DFW,ORD,4,0
631.0,1183.0,132.0,UA,DCA,ORD,3,0
489.0,1285.0,138.0,FL,BWI,MCO,5,0
1032.0,1140.0,90.0,WN,SFO,LAS,6,0
327.0,595.0,72.0,US,LAS,PHX,2,0
152.0,780.0,261.0,DL,LAX,ATL,2,0
1808.0,420.0,90.0,WN,SMF,SNA,6,0
688.0,748.0,122.0,FL,ICT,ATL,2,0
816.0,710.0,205.0,WN,BWI,OKC,5,0
2409.0,1095.0,130.0,XE,CLE,MCI,1,0
2097.0,635.0,65.0,AA,DFW,SAT,1,0
940.0,830.0,149.0,UA,DEN,ORD,2,0
2769.0,826.0,118.0,XE,IAH,ELP,3,0
6472.0,380.0,40.0,OO,CLD,LAX,2,0
265.0,1110.0,34.0,HA,OGG,HNL,3,0
4310.0,670.0,125.0,MQ,CLT,ORD,6,0
434.0,965.0,164.0,B6,MCO,BOS,2,0
433.0,506.0,229.0,UA,IAD,AUS,6,0
471.0,990.0,95.0,US,LAS,SFO,5,0
6551.0,1003.0,92.0,OO,MCI,ORD,6,0
829.0,1114.0,160.0,FL,SRQ,MKE,3,0
116.0,861.0,94.0,FL,TPA,ATL,4,0
603.0,420.0,127.0,UA,DCA,ORD,5,0
648.0,463.0,88.0,UA,ABQ,DEN,4,0
7255.0,655.0,120.0,YV,ORD,BDL,1,0
7261.0,1315.0,77.0,YV,IAD,CLT,1,0
770.0,805.0,75.0,WN,ELP,PHX,1,0
3073.0,960.0,73.0,OO,STL,MKE,2,0
6746.0,1175.0,138.0,OH,MEM,PHL,3,0
160.0,845.0,187.0,AS,ANC,ADK,4,0
5573.0,905.0,122.0,EV,ATL,XNA,2,0
4198.0,1320.0,86.0,9E,DTW,ROC,2,0
1136.0,455.0,80.0,WN,LAX,SFO,4,0
589.0,1120.0,179.0,B6,HPN,FLL,1,0
2715.0,1070.0,101.0,YV,PHX,FAT,3,0
1089.0,689.0,76.0,DL,JAX,ATL,6,0
1099.0,450.0,182.0,DL,BDL,MCO,6,0
339.0,467.0,287.0,UA,BOS,DEN,3,0
6489.0,560.0,158.0,OH,CVG,DFW,5,0
2944.0,1105.0,70.0,MQ,MAF,DFW,5,0
5504.0,831.0,99.0,EV,ATL,CAK,3,0
6972.0,550.0,52.0,OO,BFL,LAX,2,0
498.0,1075.0,154.0,AS,SEA,SAN,2,0
460.0,600.0,153.0,AS,SEA,LAX,3,0
1983.0,870.0,210.0,AA,JFK,MIA,6,0
1258.0,415.0,215.0,AA,LAX,STL,2,0
1694.0,450.0,123.0,DL,ATL,PHL,7,0
57.0,390.0,75.0,US,ONT,PHX,6,0
2838.0,445.0,105.0,DL,ATL,DCA,4,0
5414.0,415.0,93.0,EV,DCA,BOS,3,0
2940.0,395.0,50.0,MQ,ABI,DFW,4,0
3006.0,675.0,45.0,MQ,SAN,LAX,1,0
6389.0,915.0,107.0,OH,MCI,CVG,2,0
5044.0,330.0,68.0,EV,ECP,ATL,6,0
1425.0,975.0,128.0,DL,BWI,ATL,7,0
2724.0,1165.0,60.0,XE,IAH,GRK,4,0
492.0,775.0,226.0,UA,SFO,STL,2,0
3364.0,1020.0,150.0,MQ,TLH,DFW,1,0
6336.0,865.0,100.0,OH,DCA,JFK,2,0
2775.0,545.0,132.0,XE,EWR,AVL,7,0
1657.0,375.0,80.0,WN,ELP,SAT,1,0
849.0,1009.0,80.0,FL,ATL,MCO,2,0
1251.0,460.0,80.0,WN,BWI,MHT,6,0
2364.0,1040.0,145.0,AA,DFW,ORD,7,0
195.0,1435.0,57.0,AS,ANC,FAI,1,0
219.0,710.0,129.0,UA,MCO,IAD,4,0
3666.0,700.0,120.0,9E,TUL,MSP,6,0
2481.0,1170.0,63.0,XE,IAH,CRP,4,0
5185.0,801.0,78.0,EV,ATL,SDF,1,0
4293.0,660.0,105.0,MQ,CHA,ORD,5,0
3862.0,345.0,119.0,9E,SAT,MEM,4,0
2817.0,1195.0,64.0,YV,LAX,LAS,3,0
2183.0,690.0,167.0,DL,MSY,LGA,4,0
4594.0,565.0,126.0,OO,MSP,COS,4,0
482.0,1049.0,126.0,FL,MCO,BWI,1,0
2990.0,390.0,75.0,WN,SJC,SNA,2,0
6497.0,820.0,122.0,OH,MEM,AUS,3,0
6659.0,1322.0,33.0,OO,DEN,COS,4,0
890.0,830.0,333.0,UA,LAX,JFK,2,0
4869.0,395.0,206.0,OO,MEM,SLC,3,0
2380.0,775.0,123.0,XE,IAH,AVL,5,0
1296.0,360.0,113.0,US,STL,CLT,2,0
1119.0,666.0,175.0,FL,LGA,MCO,7,0
6717.0,519.0,82.0,OO,ACV,SFO,2,0
652.0,420.0,70.0,WN,CMH,MDW,4,0
5450.0,865.0,64.0,EV,MGM,ATL,3,0
7796.0,1305.0,70.0,OO,SLC,SUN,5,0
2346.0,960.0,101.0,XE,IAH,HSV,3,0
6265.0,610.0,119.0,OH,HSV,DTW,2,0
2833.0,675.0,70.0,WN,CMH,MDW,6,0
1024.0,669.0,37.0,YV,HNL,LIH,4,0
3136.0,440.0,70.0,WN,LGA,BWI,5,0
4705.0,855.0,160.0,OO,SLC,DFW,4,0
2833.0,405.0,47.0,YV,TUS,PHX,2,0
747.0,1220.0,157.0,B6,MCO,SJU,5,0
4273.0,515.0,73.0,9E,GSP,ATL,2,0
2689.0,645.0,160.0,DL,SLC,MSP,4,0
3972.0,1030.0,65.0,9E,HSV,ATL,7,0
324.0,1315.0,95.0,AA,DFW,BNA,2,0
6317.0,413.0,82.0,OO,SFO,SBA,1,0
2956.0,390.0,325.0,DL,SAN,JFK,7,0
570.0,786.0,83.0,UA,ORD,CLE,3,0
182.0,485.0,325.0,WN,MCO,LAS,5,0
6395.0,905.0,91.0,OH,CVG,IAD,6,0
3017.0,380.0,119.0,XE,VPS,IAH,2,0
1569.0,738.0,111.0,DL,RIC,ATL,6,0
1001.0,455.0,140.0,FL,MCO,MDT,7,0
5525.0,732.0,112.0,EV,CLE,ATL,1,0
6317.0,527.0,53.0,OO,SBA,LAX,3,0
674.0,950.0,253.0,DL,STT,ATL,3,0
